BioProject	llm_treatment	llm_study_setting	llm_named_pathogen	llm_named_host	llm_tissue	llm_kw_treatment_agree	llm_kw_setting_agree	llm_confidence	llm_rationale
PRJNA1121488	single	lab	Xanthomonas campestris			true	true	high	The study explicitly involves a single pathogen (Xanthomonas campestris) in a controlled laboratory setting, confirmed by the keyword classifier outputs which indicate a single treatment and lab study setting.
PRJNA357960	single	lab	Pseudomonas syringae pv. actinidiae	Actinidia deliciosa	leaf	true	true	high	The study involves a controlled inoculation of a single pathogen, Pseudomonas syringae pv. actinidiae, into the host plant Actinidia deliciosa, and the RNA-Seq analysis is conducted on leaf tissue, confirming the treatment and study setting classifications.
PRJNA372579	single	lab	Setosphaeria turcica	Zea mays		true	true	high	The study clearly indicates a single-pathogen inoculation of Zea mays with Setosphaeria turcica in a controlled lab setting, leading to high confidence in the classification.
PRJNA1029805	single	field	Candidatus Liberibacter asiaticus	Citrus reticulata		true	true	high	The treatment is classified as 'single' based on consistent findings of a single-pathogen nature with no co-infections reported. The study setting is 'field' as the samples were collected from natural settings in China, indicating a field survey context.
PRJNA18535	single	field	Puccinia graminis f. sp. tritici	Hordeum vulgare		true	true	high	The classification indicates a single treatment targeting a specific pathogen, which aligns with the keyword classifier output, indicating a single-pathogen context. The study setting is characterized as field-based, consistent with the keywords provided.
PRJNA609706	single	unclear	Fusarium verticillioides	Zea mays	infected kernels	true	false	medium	While the study involves a single pathogen and there is mention of infected plant tissues, the specific conditions of sample collection or experimental setup are not clearly defined, leading to an unclear study setting classification.
PRJEB77002	single	field	Puccinia striiformis f. sp. tritici	Triticum aestivum		true	true	high	The treatment is classified as 'single' because the study focuses on wheat yellow rust infection caused by a specific pathogen in commercial wheat varieties. The study setting is 'field' as it involves field trials to assess pathogen impact under natural conditions.
PRJNA1083222	single	lab	Phytophthora sojae	Glycine max	infected soybean	true	true	high	The study focuses on the interaction between Phytophthora sojae and Glycine max in a controlled lab setting, as indicated by the specified treatment and study setting in the classifier output. The specific pathogen and host mentioned support the classification of a single-pathogen experiment.
PRJNA260080	single	lab	Magnaporthe oryzae	Oryza sativa	mycelia	true	true	high	The study focuses on the transcriptional analysis of the rice blast fungus Magnaporthe oryzae in a controlled laboratory setting with a single declared host, Oryza sativa. The classification aligns with the keywords indicating a single-pathogen experiment.
PRJNA245759	abiotic_stress	lab	Magnaporthe oryzae	Oryza sativa	mycelia	true	true	high	The study focuses on the effects of gene regulation in the rice blast fungus under controlled lab conditions, specifically examining fungal development under abiotic stress. This aligns with the classification outputs regarding treatment and study setting.
PRJNA516496	single	lab	Sclerotinia sclerotiorum	Brassica napus	stem, leaf	true	true	high	The study explicitly assesses the gene expression of a single pathogen, Sclerotinia sclerotiorum, in response to inoculation on specific host plants in a controlled laboratory setting. The keyword classifier results align with this interpretation.
PRJNA886106	single	field	Rhizoctonia solani Kuhn	Nicotiana tabacum		true	true	high	The study explicitly focuses on Rhizoctonia solani Kuhn as a single declared pathogen affecting Nicotiana tabacum in a field setting, aligning with the keyword classifier's output. There are no indications of co-infection or other treatments based on the provided information.
PRJNA1123478	single	field	Botrytis cinerea			true	true	high	The study specifically targets the response to a single pathogen, Botrytis cinerea, and uses field-collected samples. The keyword classifier output aligns well with these attributes.
PRJNA841073	single	lab	Fusarium oxysporum f. sp. lycopersici	Solanum lycopersicum	root, mycelium	true	true	high	The study focuses on the interaction between a single pathogen (Fusarium oxysporum) and a specific host (tomato), conducted in a controlled lab environment. The keyword classifier output aligns with this classification.
PRJNA293991	single	lab	Colletotrichum graminicola	Zea mays		true	true	high	The study focuses on a single pathogen, Colletotrichum graminicola, affecting Zea mays in a controlled lab setting, as indicated by the classification and BioProject description. There is no evidence of multiple pathogens or field sampling.
PRJNA1085269	abiotic_stress	lab	Aspergillus flavus	Zea mays		false	true	high	The study focuses on the effects of environmental conditions on the metabolism of A. flavus on maize kernels, indicating it is a lab-based experiment rather than a single-pathogen treatment or a field survey. The lack of tissue type information and the emphasis on abiotic factors lead to the classification of abiotic_stress.
PRJNA151285	host_study	lab	Colletotrichum graminicola	Zea mays	leaf sheaths	true	true	high	The inductive RNA-seq study focuses on the interaction between the pathogen Colletotrichum graminicola and the host Zea mays at various developmental stages, suggesting a host study context rather than a co-infection scenario. The controlled lab setting aligns with the descriptions of methods employed in the study.
PRJNA655998	single	field	Ustilago maydis	Zea mays		true	true	high	The study focuses on Ustilago maydis, indicating a single-pathogen context. The setting is classified as field since it involves natural infection and host-pathogen interactions in a field survey context.
